info:nul/9feef021-ba25-493b-9a0a-956aed555c5d,"Durer, Albrecht (German printmaker and painter, 1471-1528)"
info:nul/3f4f2db2-8d9a-47e7-bc68-161e1a7e5766,"Cranach, Lucas, the elder (German painter, draftsman, and printmaker, 1472-1553) workshop of"
info:nul/275f282e-c73b-4984-8aa8-a68784ffbdd0,"Milne, Gilbert, 1914-"
info:nul/aff5b775-6d9f-49e7-9e54-9da52598cea4,"Holbein, Hans, the younger (German painter, 1497/1498-1543, active in Switzerland and England)"
info:nul/3ef41dba-982d-4199-9b6e-25c29a4e7a9e,"Maler, Hans (German painter, born ca. 1480, died ca. 1526-1529)"
info:nul/bcb78819-8db6-4457-92e0-39558ca2be3f,"Abadia, Juan de la, the elder (Spanish painter, active ca. 1470-1500)"
info:nul/564a1175-d090-46ab-b3ef-db3d864c600c,"Seisenegger, Jakob (German painter, 1505-1567)"
info:nul/acf0e5f9-baef-4845-9a1f-be9ff123a540,"Schongauer, Martin (Alsatian painter and engraver, ca. 1430-1491)"
info:nul/d59ba8b5-4916-406d-a7aa-6c11bdeab30a,"Strigel, Bernhard (German painter, 1460-1528)"
info:nul/2baf767e-318f-4102-ae4a-1fad6e785aa0,"Lochner, Stefan (German painter, ca. 1410-1451)"
info:nul/63670f26-6d42-4b00-8063-0fe226f89b3e,"Polack, Jan (painter, possibly Polish, active ca. 1479 in Bavaria, died 1519)"
info:nul/6127ae0b-c68d-451f-b8da-a2c6130cf6cd,"Ostrovsky, Aleksandr Nikolaevich. 1823-1886"
info:nul/01d551e3-0a4d-4904-9952-d19ca199fb14,"Shakespeare, William. 1564-1616"
info:nul/b8ac4096-2b9d-4391-b715-5ed9ebfe80e1,"Brecht, Bertolt. 1898-1956"
info:nul/dd53363b-e7cf-4675-ba5b-2bfad32b111c,"O'Neill, Eugene. 1888-1953"
info:nul/0c7a0aca-7423-4b4a-9de7-6cbc179629fa,"Cimabue (Italian painter and mosaicist, ca. 1240-before 1302)"
info:nul/6c5909ad-2d04-41db-9bee-8c17a8fd118b,"Angelis, Amalia de"
info:nul/ef3edc64-44f7-46ab-b161-dbe8d01a445a,"Irvine, B"
info:nul/b54ec4ea-7079-46ae-bc35-bac0437811d2,"Higgins, Reginald (English painter, 1877-1933)"
info:nul/f2a18696-9553-4ed1-8561-e4215c9b012e,"Manet, Edouard (French painter, printmaker, and draftsman, 1832-1883)"
info:nul/59b5f667-d0d7-4193-ba96-a4d70267d52c,"Greuze, Jean-Baptiste (French painter and draftsman, 1725-1805)"
info:nul/fd632a1e-b846-47cb-92e9-cd387ff1909d,"Buonarroti, Michelangelo (Italian sculptor, painter, and architect, 1475-1564)"
info:nul/d5fddb97-8cc7-4d6e-92d2-278e15f79529,"Phidias (Greek sculptor, ca. 490-430 BCE)"
info:nul/f3814342-e6c5-4c88-9818-e2417587710f,"Chasseriau, Theodore (French painter, 1819-1856)"
info:nul/08b9bd27-ca71-42f1-9f98-eec69320c6f2,"Lippi, Filippino (Italian painter, ca.1457-1504)"
info:nul/7eb494e5-cd1b-44b3-b887-4a3444464172,"Ghirlandaio, Domenico (Italian painter, 1449-1494)"
info:nul/86a57517-5993-4fbb-af2d-0eea32d9826e,"Bartolommeo, Fra (Florentine painter and draftsman, 1472-1517)"
info:nul/528af8ff-c104-409f-9562-281d239edb15,"Bugiardini, Giuliano (Italian painter, 1475-1554)"
info:nul/9b3857bc-a4f3-4526-b12a-465d64088bae,"Gericault, Theodore (French painter and draftsman, 1791-1824)"
info:nul/1f2675a4-cb44-48b3-a596-958d4e1fb039,"Ingres, Jean-Auguste-Dominique (French painter and draftsman, 1780-1867)"
info:nul/60957489-cf5b-4d01-8bd0-b0499ffe0346,"Monet, Claude (French painter, 1840-1926)"
info:nul/9efe0d38-5da9-4a04-9abf-283572eafe9c,"Lippi, Filippo (Italian painter, ca.1406-1469)"
info:nul/b4764839-c1e3-4dc9-8ecc-f06ff0f7348f,"Polykleitos (Greek sculptor, active 460-415 BCE)"
info:nul/90527a78-18d2-4db1-a454-5b50d385a675,"Bronzino, Agnolo (Italian painter and draftsman, 1503-1572)"
info:nul/d8a5eddb-ca13-40dc-b24f-929e8bfd7560,"Skopas (Greek sculptor, active mid-4th century BCE)"
info:nul/6f4024b9-2d95-47fa-8048-afbda054053f,"Skopas (Greek sculptor, active mid-4th century BCE) School of"
info:nul/67d43e5e-c2c0-4f85-9f65-16da72ed1399,"Botticelli, Sandro (Florentine painter and draftsman, born 1444 or 1445, died 1510)"
info:nul/5d084c3f-6604-41d4-9c22-d8f6c5590fb9,"Kallikrates (Greek architect, active 5th century BCE)"
info:nul/d6c58d50-bcc5-4b41-9598-63b3cc4fc631,"Anguissola, Lucia (Italian painter, born 1536 or 1538, died before 1568)"
info:nul/81497b82-baa8-450d-903a-ba90693189e2,"Angelico, Fra (Florentine painter, draftsman, ca. 1400-1455)"
info:nul/cde86a0b-3288-4d78-b1ac-7204c23aad00,"Feininger, Lyonel (German painter, illustrator, and teacher, 1871-1956, active in Germany and America)"
info:nul/48a1535f-0628-4ccc-8ca1-77596c716bba,"Antigna, Jean Pierre Alexandre (French painter, 1817-1878)"
info:nul/b343e9f3-c8a2-45e2-9826-8c4d45c1ab77,"Mantegna, Andrea (Italian painter, ca. 1431-1506)"
info:nul/0e15d50d-29c4-427b-96ea-659dfd6fe656,"Agostino di Duccio (Italian painter, sculptor, and architect, 1418-after 1481)"
info:nul/156177ff-7473-4742-b41d-1dd340af82e0,"Alberti, Leon Battista (Italian artist, architect, and theorist, 1404-1472)"
info:nul/6e12afdd-ed8e-453a-a30d-ee44ec766a8b,"Bernini, Gian Lorenzo (Italian sculptor and draftsman, 1598-1680)"
info:nul/01c088e0-aa2a-49a6-9f63-f792790bc912,"Kingman, Eduardo (Ecuadorian painter and teacher, 1913-1997)"
info:nul/0f52f791-9943-4880-96c7-4863020f6e40,unknown Paracas (Paracas artist)
info:nul/0f09d5dc-b35d-4cb6-8b39-1116982aa431,unknown Nazca (Nazca artist)
info:nul/829412e7-d354-4119-a535-2398eb312a30,unknown Inca (Inca artist)
info:nul/911ce08d-e646-4641-b89a-6a0632e2ae79,unknown Tiahuanaco (Tiahuanaco artist)
info:nul/bc9ce1df-a07d-44bc-a4fb-c3a3f4c6b7f5,"unknown Inca (Inca artist) ; Poma de Ayala, Felipe Guaman, ca.1526-ca.1615"
info:nul/1fc66e79-cf41-4a15-a721-f1a06f05ea89,"Brown, Roger (American painter, 1941-1997)"
info:nul/7fe6b6c6-95e1-4a09-bea4-ff7e83c29ab8,unknown Chinese (Chinese artist)
info:nul/aeef72b4-50d3-449e-b6ba-aa1780a0e531,unknown Indian (Indian artist)
info:nul/ba03acb1-938a-4f31-9382-012a4eacc0b1,"Wang Hui (Chinese painter, 1632-1717)"
info:nul/932eb1de-1ee0-41eb-889f-ea34bf9011e8,unknown Baule (Baule artist)
info:nul/41aa2112-a89e-4755-acd7-9208364f4c5b,"Pyrrhos (Corinthian potter, active ca. early 7th century BCE) school of"
info:nul/5177f9a2-ae6d-41b0-9da0-1bf4031fb057,"Agorakritos (Greek sculptor, active ca. 450-ca. 420 BCE) possibly by"
info:nul/a4ffe7c8-ffa1-434f-bbd2-52750c8d786f,"Praxiteles (Greek sculptor, active ca. 375-340 BCE) After"
info:nul/06c01df6-7f7c-4049-8c5f-796ee08181da,"Pasiteles (Greek sculptor, active ca. 90-50 BCE) school of"
info:nul/004f760b-f676-4fde-ad77-f434596af19e,"Kallimachos (Greek sculptor, active 2nd half of 5th century BCE) copy after"
info:nul/aee80003-46dc-4021-8621-fc0a93638ff2,"Beaumetz, Jean de (French painter, ca. 1335-1396)"
info:nul/8e2cbe8f-0f4b-44a0-b268-9ce3c7d80b50,"Isidore of Miletus, I (Byzantine architect and engineer in Asia Minor, active mid-6th century)"
